【  央视频道  】,#genre#
CCTV5+_电信,http://221.234.140.70:8880/rtp/239.69.1.12:9712
CCTV5+_电信,http://14.19.199.43:5555/udp/239.77.1.31:5146
CCTV5+_电信,http://59.174.209.2:4022/rtp/239.69.1.12:9712
CCTV5+_电信,http://125.92.140.53:8888/udp/239.77.1.31:5146
CCTV5+_电信,http://117.66.231.30:2000/rtp/238.1.78.237:7768
CCTV5+_电信,http://183.164.47.117:4022/rtp/238.1.78.237:7768
CCTV5+_电信,http://125.92.140.53:8888/udp/239.77.0.87:5146
CCTV5+_电信,http://61.150.11.175:4444/rtp/239.111.205.13:5140
CCTV5+_电信,http://116.21.123.201:8000/udp/239.77.1.31:5146
CCTV5+_电信,http://171.221.58.164:4000/udp/239.93.1.36:8004
CCTV5+_电信,http://61.140.233.25:4000/udp/239.77.0.87:5146
CCTV5+_电信,http://113.251.180.215:4022/rtp/235.254.198.122:1764
CCTV5+_电信,http://221.234.167.24:8888/rtp/239.254.96.234:9484
CCTV5+_电信,http://125.80.158.131:7788/rtp/235.254.198.122:1764
CCTV5+_移动,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV5+_移动,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226221/index.m3u8
CCTV5+_移动,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV5+_联通,http://1.24.190.98:10080/hls/16/index.m3u8
CCTV5+_联通,http://124.64.236.210:8012/rtp/239.3.1.130:8004
CCTV5+_联通,http://123.112.50.33:8888/rtp/239.3.1.130:8004
CCTV5+_联通,http://211.158.154.206:8009/udp/225.0.4.73:7980
CCTV5+_联通,http://114.250.19.220:33333/rtp/239.3.1.130:8004
CCTV5+_联通,http://27.10.213.1:8001/udp/225.0.4.73:7980
CCTV5+_联通,http://27.12.166.36:4022/udp/225.0.4.73:7980
CCTV5+_联通,http://123.115.195.226:8888/rtp/239.3.1.130:8004
CCTV5+_联通,http://221.205.94.83:8084/rtp/226.0.2.168:9256
CCTV5+_联通,http://116.179.130.242:6001/rtp/226.0.2.168:9256
